IP,Q3.7,air.content,recycling.content,V10,air.content.coder2,recycling.content.coder2
176.12.136.247,זיהום אוויר מפעלי המפרץ,1,0,1,,
79.179.23.222,"מפעלים מזהמים, בתי זיקוק ועוד",1,0,1,,
185.3.147.208,,0,0,1,,
212.143.66.129,תחבורה ציבורית ,0,0,1,,
46.19.86.48,"כבישים סדוקים, בורות, ניתוב התחבורה כלל לא מביא תועלת  ",0,0,1,,
89.138.157.138,מפעלים פטרוכימיים,1,0,1,,
37.26.146.219,,0,0,1,,
85.64.2.24,,0,0,1,,
79.178.10.8,התעשייה הפטרוכימית באזור מפרץ חיפה,1,0,1,,
77.126.244.135,,0,0,1,,
109.186.167.59,,0,0,1,,
2.53.165.215,זיהום אויר,1,0,1,,
84.111.206.200,לא יודע,0,0,1,,
77.138.53.246,זיהום אוויר,1,0,1,,
93.172.13.34,זיהום אוויר,1,0,1,,
77.138.129.154,,0,0,1,,
79.178.199.26,זהום אויר,1,0,1,,
2.55.152.151,,0,0,1,,
134.191.232.70,מיכל האמוניה ומפרץ חיפה,0,0,1,,
2.53.132.163,,0,0,1,,
5.29.212.104,זיהום,1,0,1,,
77.138.94.23,,0,0,1,,
77.138.76.100,איכות,0,0,1,,
2.53.134.172,זיהום האויר,1,0,1,,
46.121.144.143,,0,0,1,,
62.219.214.44,,0,0,1,,
2.55.26.58,זיהום אוויר,1,0,1,,
2.55.160.136,,0,0,1,,
213.57.106.179,בתי זיקוק ומיל האמוניה,1,0,1,,
109.66.126.5,מפעלים מזהמים במפרץ,0,0,1,,
77.127.108.126,מיכלי האמוניה,0,0,1,,
185.149.255.222,,0,0,1,,
109.66.148.137,,0,0,1,,
37.142.4.56,זיהום מהמפעלים,1,0,1,,
79.183.144.134,בורות לגשם,0,0,1,,
37.26.146.162,,0,0,1,,
46.19.86.201,זיהום אוויר,1,0,1,,
77.138.80.255,,0,0,1,,
141.226.179.182,"זיהום האוויר,עצם קיום של מפעלי תעשיה מזהמים בכללם בתי הזיקוק ותעשיה כבדה במפרץ חיפה במרחק נגיעה מבתי התושבים ,כמו כן שדה התעופה שגורם למטרדי רעש רבים",1,0,1,,
77.138.151.112,ערבים,0,0,1,,
85.64.222.51,בתי זיקוק,1,0,1,,
217.132.109.54,,0,0,1,,
79.178.162.223,,0,0,1,,
85.64.28.95,ניקיון,0,0,1,,
37.26.146.145,זיהום אוויר,1,0,1,,
217.132.177.28,,0,0,1,,
46.120.204.70,,0,0,1,,
185.120.124.168,רגילה לא ממש טובה,0,0,1,,
109.66.139.167,,0,0,1,,
46.116.196.17,"חוסר בתעלות ניקוז, תברואה",0,0,1,,
141.226.122.90,,0,0,1,,
85.64.28.95,ניקיון,0,0,1,,
94.230.89.65,,0,0,1,,
89.138.67.131,,0,0,1,,
79.182.83.114,בתי זיקוק בקריות,1,0,1,,
2.53.167.111,,0,0,1,,
46.19.85.83,,0,0,1,,
77.138.59.190,בתי זקוק זיהום אוייר,1,0,1,,
77.126.70.15,,0,0,1,,
89.138.80.122,,0,0,1,,
79.176.147.148,"זיהום אוויר, זיהום הנחלים ומיכל האמוניה.",1,0,1,,
85.64.43.88,,0,0,1,,
141.226.82.207,זיהום אוויר,1,0,1,,
195.192.229.152,"תעשייה, זיהום סביבה מטורף וכתוצאה מכן חלןת רבות כמו אלרגיות, אסמות וסרטן",1,0,1,,
109.64.199.201,המפעלים הפטרוכימיים,1,0,1,,
84.109.38.233,הקרייה שלנו מאוד נקיה ומפותחת. לדעתי אין בעיות.,0,0,1,,
109.186.140.96,חניה לכלוך סביבתי רחובות מלוכלכים  אין תברואה טוב ה,0,0,1,,
213.57.200.26,,0,0,1,,
213.57.251.189,,0,0,1,,
77.138.154.139,,0,0,1,,
93.173.171.250,הזיהום מבתי הזיקוק ומבתי החולים,1,0,1,,
141.226.174.242,nothing,0,0,1,,
176.12.201.152,,0,0,1,,
109.66.101.34,שכונות מוזנחות,0,0,1,,
89.139.100.189,,0,0,1,,
213.57.250.203,"בתי הזיקוק שעוד לא פונו לחלוטין, נחל הקישון שהוא מזוהם ממי שפכים מהמפעלים, סיכוי גבוה לחלות בסרטן",1,0,1,,
85.64.246.28,מפרץ חיפה וכל החומרים שהמפעלים שם פולטים,1,0,1,,
109.66.57.146,,0,0,1,,
109.65.71.208,בתי הזיקוק,1,0,1,,
109.186.41.6,מפעלים רבים ,0,0,1,,
84.108.251.250,אין מספיק ראות ירוקות לעיר  אין פיתוח סביבתי / ,0,0,1,,
109.186.188.16,,0,0,1,,
77.138.133.8,,0,0,1,,
109.64.50.239,,0,0,1,,
46.116.194.255,זיהום הסביבה!!!!!!,0,0,1,,
91.197.103.1,נקיון,0,0,1,,
93.172.222.171,,0,0,1,,
85.64.32.178,ערבים,0,0,1,,
2.53.15.207,,0,0,1,,
109.65.119.245,,0,0,1,,
84.109.202.177,זיהום אויר,1,0,1,,
176.12.153.120,,0,0,1,,
46.121.144.106,"בתי זקוק , וחלק מהמפעלים  שבסביבה ",1,0,1,,
46.120.204.6,,0,0,1,,
94.230.92.157,זיהום אויר,1,0,1,,
77.127.88.45,"זיהום אויר, אמוניה, בתי זיקוק, דשנים , חיפה כימיקלים, גדות",1,0,1,,
62.219.214.44,,0,0,1,,
77.127.52.84,,0,0,1,,
37.142.161.81,,0,0,1,,
212.143.231.253,"בתי זיקוק ומפעלים ובתי חרושת מזהמים, מפעל האמוניה",1,0,1,,
207.232.54.50,זיהום אוויר,1,0,1,,
132.68.133.130,"בתי הזיקוק, והמפעלים הכימיים והפטרו-כימיים באיזור. בנוסף מצב נחל הקישון. / בנוסף, בנייתו המסתמנת של הנמל החדש במפרץ חיפה - נורא ואיום.",1,0,1,,
213.57.32.103,,0,0,1,,
94.188.139.79,,0,0,1,,
79.177.3.131,זיהום אוויר,1,0,1,,
94.188.131.51,,0,0,1,,
